Date,Time,Day of the Week,Origin,Destination,Route,Weather Conditions,Accident Reports,Traffic Intensity,,Distance
21-09-2024,03:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,36,,10983
21-09-2024,04:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,60,,11853
21-09-2024,05:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,1,34,,12660
21-09-2024,06:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,24,,10983
21-09-2024,07:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,46,,11853
21-09-2024,08:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,1,53,,12660
21-09-2024,09:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,36,,10983
21-09-2024,10:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,54,,11853
21-09-2024,11:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,37,,12660
21-09-2024,12:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,1,26,,10983
21-09-2024,13:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,23,,11853
21-09-2024,14:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,54,,10983
21-09-2024,15:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,30,,12660
21-09-2024,16:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,24,,10983
21-09-2024,17:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,30,,11853
21-09-2024,18:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,40,,12660
21-09-2024,19:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,51,,11853
21-09-2024,20:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,37,,12660
21-09-2024,21:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,30,,10983
21-09-2024,22:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,1,46,,11853
21-09-2024,23:27:10,Saturday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,53,,12660
22-09-2024,00:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,23,,10983
22-09-2024,01:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,31,,11853
22-09-2024,02:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,1,26,,12660
22-09-2024,03:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,54,,10983
22-09-2024,04:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,31,,11853
22-09-2024,05:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,54,,12660
22-09-2024,06:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,29,,10983
22-09-2024,07:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,29,,11853
22-09-2024,08:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,21,,12660
22-09-2024,09:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,28,,10983
22-09-2024,10:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,25,,11853
22-09-2024,11:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,20,,12660
22-09-2024,12:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,60,,10983
22-09-2024,13:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,57,,11853
22-09-2024,14:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,47,,10983
22-09-2024,15:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,46,,12660
22-09-2024,16:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,36,,11853
22-09-2024,17:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,49,,10983
22-09-2024,18:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,45,,12660
22-09-2024,19:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,56,,11853
22-09-2024,20:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,21,,10983
22-09-2024,21:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,31,,12660
22-09-2024,22:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,27,,11853
22-09-2024,23:27:10,Sunday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,28,,10983
23-09-2024,00:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,23,,12660
23-09-2024,01:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,38,,11853
23-09-2024,02:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,55,,10983
23-09-2024,03:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,30,,12660
23-09-2024,04:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,34,,11853
23-09-2024,05:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,48,,10983
23-09-2024,06:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,52,,12660
23-09-2024,07:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,21,,11853
23-09-2024,08:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,93,,10983
23-09-2024,09:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,86,,12660
23-09-2024,10:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,1,88,,11853
23-09-2024,11:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,25,,10983
23-09-2024,12:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,51,,12660
23-09-2024,13:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,52,,11853
23-09-2024,14:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,1,52,,10983
23-09-2024,15:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,35,,12660
23-09-2024,16:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,1,45,,11853
23-09-2024,17:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,92,,10983
23-09-2024,18:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,92,,12660
23-09-2024,19:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,91,,11853
23-09-2024,20:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,30,,10983
23-09-2024,21:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,41,,12660
23-09-2024,22:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,42,,11853
23-09-2024,23:27:10,Monday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,56,,10983
24-09-2024,00:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,1,42,,12660
24-09-2024,01:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,23,,11853
24-09-2024,02:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,54,,10983
24-09-2024,03:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,38,,12660
24-09-2024,04:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,31,,11853
24-09-2024,05:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,20,,12660
24-09-2024,06:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,35,,10983
24-09-2024,07:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,52,,11853
24-09-2024,08:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,79,,12660
24-09-2024,09:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,73,,10983
24-09-2024,10:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,83,,11853
24-09-2024,11:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,43,,10983
24-09-2024,12:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,34,,12660
24-09-2024,13:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,33,,11853
24-09-2024,14:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,29,,10983
24-09-2024,15:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,40,,12660
24-09-2024,16:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,57,,11853
24-09-2024,17:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,89,,10983
24-09-2024,18:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,96,,12660
24-09-2024,19:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,80,,11853
24-09-2024,20:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,45,,10983
24-09-2024,21:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,59,,12660
24-09-2024,22:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,39,,11853
24-09-2024,23:27:10,Tuesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,58,,12660
25-09-2024,00:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,23,,10983
25-09-2024,01:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,36,,11853
25-09-2024,02:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,34,,12660
25-09-2024,03:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,36,,10983
25-09-2024,04:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,43,,11853
25-09-2024,05:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,44,,10983
25-09-2024,06:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,40,,12660
25-09-2024,07:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,47,,11853
25-09-2024,08:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,93,,10983
25-09-2024,09:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,99,,12660
25-09-2024,10:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,85,,11853
25-09-2024,11:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,40,,10983
25-09-2024,12:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,48,,12660
25-09-2024,13:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,1,36,,11853
25-09-2024,14:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,31,,10983
25-09-2024,15:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,42,,12660
25-09-2024,16:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,1,32,,11853
25-09-2024,17:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,84,,10983
25-09-2024,18:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,94,,12660
25-09-2024,19:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,76,,11853
25-09-2024,20:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,24,,10983
25-09-2024,21:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,31,,12660
25-09-2024,22:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,32,,11853
25-09-2024,23:27:10,Wednesday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,57,,10983
26-09-2024,00:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,56,,12660
26-09-2024,01:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,1,29,,11853
26-09-2024,02:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,0,20,,10983
26-09-2024,03:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,31,,12660
26-09-2024,04:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,36,,11853
26-09-2024,05:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,0,42,,12660
26-09-2024,06:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,1,42,,10983
26-09-2024,07:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,25,,11853
26-09-2024,08:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,78,,10983
26-09-2024,09:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Clear,1,87,,12660
26-09-2024,10:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,86,,11853
26-09-2024,11:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,39,,12660
26-09-2024,12:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,52,,10983
26-09-2024,13:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,21,,11853
26-09-2024,14:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,41,,12660
26-09-2024,15:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,49,,10983
26-09-2024,16:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,25,,11853
26-09-2024,17:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,0,71,,12660
26-09-2024,18:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Rainy,1,71,,10983
26-09-2024,19:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,77,,11853
26-09-2024,20:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Rainy,1,56,,12660
26-09-2024,21:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,48,,10983
26-09-2024,22:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,1,45,,11853
26-09-2024,23:27:10,Thursday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,57,,12660
27-09-2024,00:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,36,,10983
27-09-2024,01:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,25,,11853
27-09-2024,02:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,33,,12660
27-09-2024,03:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Cloudy,0,60,,10983
27-09-2024,04:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Foggy,0,56,,11853
27-09-2024,05:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,28,,12660
27-09-2024,06:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,1,50,,10983
27-09-2024,07:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,0,28,,11853
27-09-2024,08:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Cloudy,0,93,,12660
27-09-2024,09:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Sardar Patel Marg → Prithviraj Road → Lodhi Road → Ring Road → Sarai Kale Khan,Foggy,1,88,,10983
27-09-2024,10:27:10,Friday,Dhaula Kuan,Sarai Kale Khan,Ring Road via AIIMS → Lajpat Nagar → Sarai Kale Khan,Clear,0,77,,11853
